"sens","spec","ppv","npv","acc"
0.937109072228131,0.89738662567256,0.965296990177693,0.824089946556418,0.927290985330637
0.935144294031761,0.895904249478423,0.964741980474198,0.819341233179353,0.925445441098642
0.937451556500892,0.89815526518063,0.965560135160224,0.825003782338998,0.92773880121046
0.937884168213854,0.893268914022181,0.96398332561371,0.825218096977074,0.926856739628991
0.935721109649044,0.89771604260459,0.96535500427716,0.820956971431441,0.92632750268011
0.937487607476972,0.894806193038322,0.964469170143718,0.824547202266518,0.92693816069805
0.935829262577284,0.898869001866696,0.965735969791105,0.82139273530002,0.926693897490874
0.937757989797574,0.895794443834413,0.964801008864656,0.825332591431028,0.927385976577872
0.936081619409845,0.894861095860327,0.964435612673179,0.821315192743764,0.925893256978464
0.936550282098888,0.895355221258373,0.964613927928262,0.822473270123058,0.926368213214639
0.936604358563008,0.897551334138575,0.965332738825103,0.822954945884722,0.926951730876226
0.935108243055681,0.895135609970352,0.964489560674512,0.819131832797428,0.925228318247819
0.937523658453053,0.896453277698474,0.96500732879381,0.824896433262605,0.927372406399696
0.936604358563008,0.899363127264741,0.965924934471028,0.823248567695246,0.927399546756049
0.936297925266327,0.894915998682332,0.964461444194812,0.82182111525663,0.926069669294758
0.937505632965013,0.895574832546393,0.96472028490874,0.824713079528793,0.927141713370697
0.936117670385926,0.892884594268145,0.963792591492836,0.821073357903771,0.925431870920465
0.935558880256683,0.89282969144614,0.96375385300999,0.819781216917881,0.924997625218819
0.935721109649044,0.896178763588449,0.964852607709751,0.82070491226306,0.92594753769117
0.935847288065324,0.897167014384539,0.965180048707033,0.821155778894472,0.926286792145581
0.938208626998576,0.897057208740529,0.965228840590461,0.826579652956948,0.928037345130342
0.937325378084612,0.895410124080378,0.964660050088118,0.824269685636309,0.926965301054403
0.936820664419489,0.895300318436368,0.964605876129846,0.823087017968908,0.92655819570911
0.935865313553364,0.895300318436368,0.964571025155129,0.820891014346841,0.925838976265758
0.936514231122808,0.89760623696058,0.965347454477889,0.822756781238992,0.926897450163521
0.936766587955369,0.893708136598221,0.964084964289027,0.822702921257455,0.926123950007464
0.935468752816482,0.895080707148347,0.964484834968778,0.819946688125534,0.925486151633171
0.93494601366332,0.896837597452509,0.965039909204235,0.819043321299639,0.9255268621677
0.936333976242407,0.893488525310201,0.963997401874362,0.821670200949207,0.925743985018523
0.936514231122808,0.892884594268145,0.963807368381998,0.821986353297953,0.925730414840347
0.93709104674009,0.89826507082464,0.965583209509658,0.824190217117526,0.927494538003284
0.936081619409845,0.897990556714615,0.965457621446764,0.821826952065119,0.926666757134521
0.935955440993565,0.895574832546393,0.964663917066102,0.821142713314875,0.925974678047523
0.937253276132451,0.89837487646865,0.965624825895593,0.824581737552913,0.927643809963225
0.937145123204211,0.895025804326342,0.964528217876888,0.823790994997221,0.926734608025403
0.937325378084612,0.894202261996267,0.96426650842806,0.824074074074074,0.926666757134521
0.9349820646394,0.895574832546393,0.96462843115376,0.818916612279733,0.925241888425995
0.937433531012852,0.897221917206544,0.965254834997587,0.824811992126382,0.927494538003284
0.937433531012852,0.89760623696058,0.965380260251341,0.824873864783047,0.927589529250519
0.936315950754367,0.89771604260459,0.9653762521605,0.822319452826393,0.926775318559933
0.936532256610848,0.897551334138575,0.965330162387128,0.822789269716644,0.926897450163521
0.936045568433765,0.893543428132206,0.964004603846439,0.821015991524996,0.925540432345877
0.936063593921805,0.898704293400681,0.965690376569038,0.821901988351075,0.926829599272638
0.936243848802206,0.898429779290656,0.965606990146867,0.822270237676499,0.926897450163521
0.936712511491249,0.897221917206544,0.965229020394517,0.823150153629174,0.926951730876226
0.936694486003208,0.896453277698474,0.964977437744889,0.822983870967742,0.92674817820358
0.93503614110352,0.895684638190403,0.964666282335001,0.819058138367306,0.925309739316877
0.936748562467329,0.894641484572307,0.964388442481489,0.822813573015552,0.926341072858287
0.935252446960001,0.896672888986494,0.964997117190842,0.819714916683397,0.92571684466217
0.936568307586928,0.895245415614363,0.964578769539227,0.82249684741488,0.926354643036463
0.936694486003208,0.896782694630504,0.965084966106417,0.823037387886728,0.926829599272638
0.936460154658687,0.896453277698474,0.964968981017125,0.822444970533421,0.926571765887286
0.936874740883609,0.894092456352257,0.964214158504007,0.82301511093142,0.926300362323757
0.935703084161004,0.895080707148347,0.964493413351666,0.820483140412682,0.925662563949465
0.937307352596571,0.893543428132206,0.964051318180133,0.823925479673974,0.926490344818227
0.936315950754367,0.897221917206544,0.965214806005649,0.822238993710692,0.926653186956345
0.937956270166015,0.898814099044691,0.965793088087902,0.826275677585424,0.928281608337517
0.936568307586928,0.892774788624135,0.9637736269036,0.822093023255814,0.925743985018523
0.93487391171116,0.895629735368398,0.964642425369664,0.818679112717053,0.925174037535113
0.936297925266327,0.896123860766443,0.964855577226711,0.822018533440774,0.926368213214639
0.936820664419489,0.895629735368398,0.964713307222542,0.823140579271369,0.926639616778168
0.936604358563008,0.895410124080378,0.96463380673907,0.822606678099465,0.926422493927345
0.935829262577284,0.893543428132206,0.963996583481878,0.820519284093774,0.925377590207759
0.937451556500892,0.894970901504337,0.964521513353116,0.824490415254666,0.926951730876226
0.936099644897886,0.896947403096519,0.965117359549518,0.821698018308017,0.926422493927345
0.935540854768643,0.896068957944438,0.964810201881251,0.820274413228125,0.925784695553053
0.93696486832381,0.895684638190403,0.964736451373422,0.823481903992731,0.926761748381756
0.935072192079601,0.897276820028549,0.965188107021918,0.819403359237904,0.925730414840347
0.937397480036772,0.897770945426595,0.965432740504214,0.824817150063052,0.927603099428695
