"acc_m","acc_f","acc_ibaem","acc_ibap","acc_ibna"
0.958365946173761,0.964873409843412,0.968988806798364,0.975206611570248,0.943937026799664
0.959660425070745,0.965122358037292,0.970352284618068,0.976494579800365,0.943876937868045
0.959931362514299,0.965396201050561,0.969876652820497,0.976870237200816,0.94561951688499
0.958486362815341,0.964450197913814,0.969020515584869,0.975582268970699,0.942074269919481
0.957071467276778,0.96554556996689,0.968608301360307,0.974401631426425,0.945319072226896
0.958215425371786,0.96567004406383,0.969813235247487,0.975313942256091,0.944778271842327
0.959118550183635,0.96372824815156,0.969369312236421,0.975850595685306,0.941293113808436
0.956951050635198,0.963628668874007,0.967847290484193,0.974294300740582,0.942194447782718
0.958034800409417,0.963578879235231,0.969052224371373,0.973113663196308,0.943095781757
0.958155217050996,0.964624461649531,0.969147350730888,0.974455296769346,0.94159355846653
0.956288759106509,0.963927406706664,0.96822779592225,0.975045615541483,0.942074269919481
0.95938948762719,0.96606836117404,0.970225449472049,0.975206611570248,0.945980050474703
0.957763862965862,0.964400408275038,0.968291213495259,0.977567886658796,0.941954092056243
0.958275633692576,0.965147252856681,0.969210768303897,0.974991950198562,0.944537916115851
0.957824071286652,0.963479299957679,0.968513175000793,0.975313942256091,0.941653647398149
0.957101571437173,0.964599566830143,0.968386339854774,0.972791671138779,0.94411729359452
0.958095008730206,0.96502277875974,0.969147350730888,0.975421272941934,0.943276048551857
0.957191883918358,0.965097463217904,0.969210768303897,0.974562627455189,0.943095781757
0.957944487928232,0.964823620204635,0.967720455338174,0.974562627455189,0.944057204662901
0.957011258955988,0.966217730090368,0.969052224371373,0.975206611570248,0.942374714577575
0.958426154494551,0.964773830565859,0.969464438595935,0.974777288826876,0.944537916115851
0.95908844602324,0.965520675147502,0.969591273741954,0.974669958141033,0.945018627568802
0.958426154494551,0.965470885508726,0.96883026286584,0.974186970054739,0.946460761927653
0.958998133542056,0.964325723816874,0.969401021022925,0.974133304711817,0.943516404278332
0.958727196098501,0.964350618636262,0.970827916415639,0.974991950198562,0.941172935945199
0.95920886266482,0.962956508750529,0.970574246123601,0.974508962112268,0.940091335176061
0.960503341561804,0.965595359605666,0.970732790056125,0.97526027691317,0.944477827184233
0.95950990426877,0.964798725385247,0.969591273741954,0.97493828485564,0.945439250090133
0.957613342163887,0.965769623341383,0.970288867045058,0.975689599656542,0.943035692825382
0.957613342163887,0.964923199482188,0.968386339854774,0.976118922399914,0.9421343588511
0.957793967126257,0.96542109586995,0.970383993404572,0.974991950198562,0.942374714577575
0.958968029381661,0.9648983046628,0.968132669562736,0.977836213373403,0.944477827184233
0.960051779155879,0.965097463217904,0.970447410977582,0.976387249114522,0.943035692825382
0.95926907098561,0.964748935746471,0.969115641944383,0.97595792637115,0.943756760004807
0.959991570835089,0.964848515024023,0.971145004280686,0.976065257056993,0.94159355846653
0.958757300258896,0.964923199482188,0.969908361607001,0.97595792637115,0.943095781757
0.958305737852971,0.964724040927083,0.968322922281764,0.975582268970699,0.943756760004807
0.957553133843097,0.964275934178098,0.969749817674478,0.976011591714071,0.940692224492249
0.957402613041122,0.964674251288307,0.967720455338174,0.97424063539766,0.944537916115851
0.957643446324282,0.965147252856681,0.970130323112534,0.973864977997209,0.9421343588511
0.957312300559937,0.9648983046628,0.968988806798364,0.975528603627777,0.942855426030525
0.958546571136131,0.965271726953621,0.969749817674478,0.974669958141033,0.94411729359452
0.956138238304534,0.965570464786278,0.968132669562736,0.97493828485564,0.94363658214157
0.958937925221266,0.964972989120964,0.96883026286584,0.977192229258345,0.94261507030405
0.957884279607442,0.964051880803605,0.968735136506326,0.975313942256091,0.941894003124624
0.958877716900476,0.964798725385247,0.969147350730888,0.975796930342385,0.942554981372431
0.957252092239147,0.963504194777067,0.967181405967594,0.97526027691317,0.942254536714337
0.957673550484677,0.965221937314845,0.969401021022925,0.97526027691317,0.942855426030525
0.957793967126257,0.96502277875974,0.969622982528459,0.974723623483954,0.941473380603293
0.957402613041122,0.965197042495457,0.967942416843707,0.977084898572502,0.942795337098906
0.95981094587272,0.963703353332172,0.96949614738244,0.974133304711817,0.943756760004807
0.957884279607442,0.96554556996689,0.969115641944383,0.975582268970699,0.944958538637183
0.95926907098561,0.965197042495457,0.971176713067191,0.974133304711817,0.943576493209951
0.956409175748088,0.964051880803605,0.968608301360307,0.974508962112268,0.940572046629011
0.957161779757963,0.966167940451592,0.971081586707677,0.974347966083503,0.941833914193006
0.959359383466795,0.964450197913814,0.968861971652345,0.975367607599013,0.945679605816609
0.958396050334156,0.963977196345441,0.968798554079335,0.97493828485564,0.941533469534912
0.957854175447047,0.965246832134233,0.969179059517392,0.975689599656542,0.942795337098906
0.958787404419291,0.965072568398516,0.969083933157878,0.976172587742836,0.945018627568802
0.958245529532181,0.964773830565859,0.969749817674478,0.9763335837716,0.942074269919481
0.957673550484677,0.965197042495457,0.968640010146812,0.974294300740582,0.942915514962144
0.958937925221266,0.9648983046628,0.96883026286584,0.974401631426425,0.945258983295277
0.960142091637064,0.965396201050561,0.969559564955449,0.975743264999463,0.94610022833794
0.957854175447047,0.964823620204635,0.968861971652345,0.975850595685306,0.943937026799664
0.958426154494551,0.965122358037292,0.969369312236421,0.9763335837716,0.943336137483476
0.957492925522307,0.965719833702607,0.969971779180011,0.974347966083503,0.942675159235669
0.958727196098501,0.963628668874007,0.967561911405651,0.974562627455189,0.943997115731282
0.959479800108375,0.964350618636262,0.969591273741954,0.97563593431362,0.941413291671674
0.959660425070745,0.964300828997486,0.969971779180011,0.974669958141033,0.94459800504747
0.960142091637064,0.965197042495457,0.969686400101468,0.97595792637115,0.946160317269559
0.958727196098501,0.964101670442381,0.968322922281764,0.974723623483954,0.944297560389376
0.95987115419351,0.964923199482188,0.970066905539525,0.972738005795857,0.946340584064415
0.958697091938106,0.966118150812816,0.970193740685544,0.975904261028228,0.943276048551857
0.958456258654946,0.964450197913814,0.969940070393506,0.974991950198562,0.942975603893763
0.958697091938106,0.964475092733202,0.969369312236421,0.973703981968445,0.943876937868045
0.956830633993618,0.964450197913814,0.968354631068269,0.973918643340131,0.943276048551857
0.958396050334156,0.964798725385247,0.969559564955449,0.975206611570248,0.944237471457757
0.957372508880727,0.965321516592397,0.96889368043885,0.974562627455189,0.944417738252614
0.957342404720332,0.964450197913814,0.969083933157878,0.974991950198562,0.942374714577575
0.959058341862845,0.964400408275038,0.96762532897866,0.976494579800365,0.943876937868045
0.957613342163887,0.964425303094426,0.968037543203222,0.97595792637115,0.942795337098906
0.958215425371786,0.963952301526052,0.969052224371373,0.975152946227326,0.942194447782718
0.957944487928232,0.964475092733202,0.969147350730888,0.976065257056993,0.942675159235669
0.957131675597568,0.965221937314845,0.968766845292831,0.974830954169797,0.943336137483476
0.958426154494551,0.964748935746471,0.970415702191077,0.974562627455189,0.942374714577575
0.960473237401409,0.964699146107695,0.968988806798364,0.976226253085757,0.947482273765172
0.958486362815341,0.965844307799547,0.970796207629134,0.976011591714071,0.942314625645956
0.958426154494551,0.964748935746471,0.968608301360307,0.976118922399914,0.944477827184233
0.958546571136131,0.964226144539321,0.968164378349241,0.975099280884405,0.944838360773945
0.958486362815341,0.964724040927083,0.969052224371373,0.975099280884405,0.944237471457757
0.959118550183635,0.965346411411785,0.969242477090402,0.975099280884405,0.945439250090133
0.956830633993618,0.964798725385247,0.967910708057203,0.97424063539766,0.944537916115851
0.958125112890601,0.963952301526052,0.969083933157878,0.974508962112268,0.941413291671674
0.959238966825215,0.964972989120964,0.968988806798364,0.97595792637115,0.946040139406321
0.958245529532181,0.964873409843412,0.970383993404572,0.974562627455189,0.942915514962144
0.95926907098561,0.964624461649531,0.969654691314963,0.975689599656542,0.943816848936426
0.958486362815341,0.966790310936294,0.970954751561658,0.975689599656542,0.944417738252614
0.956920946474803,0.966665836839354,0.970066905539525,0.974991950198562,0.944297560389376
0.95914865434403,0.964748935746471,0.969718108887973,0.975796930342385,0.9421343588511
0.957432717201517,0.965271726953621,0.968544883787297,0.97563593431362,0.944057204662901
0.957131675597568,0.965296621773009,0.969876652820497,0.97526027691317,0.941833914193006
0.957884279607442,0.9648983046628,0.969464438595935,0.975206611570248,0.942494892440812
0.958125112890601,0.966416888645473,0.969813235247487,0.977567886658796,0.940872491287105
0.958335842013366,0.964002091164829,0.968132669562736,0.975421272941934,0.943396226415094
0.95902823770245,0.963603774054619,0.96883026286584,0.975045615541483,0.943816848936426
0.958727196098501,0.966466678284249,0.970130323112534,0.97703123322958,0.943035692825382
0.959238966825215,0.963778037790336,0.96889368043885,0.974884619512719,0.943997115731282
0.95938948762719,0.966018571535263,0.969369312236421,0.97735322528711,0.944718182910708
0.957312300559937,0.965321516592397,0.968671718933316,0.973972308683053,0.945739694748227
0.95914865434403,0.965769623341383,0.97063766369661,0.975045615541483,0.945379161158515
0.958606779456921,0.964699146107695,0.969052224371373,0.975206611570248,0.946400672996034
0.95938948762719,0.966491573103637,0.97003519675302,0.975689599656542,0.948023074149742
0.957101571437173,0.965819412980159,0.96889368043885,0.975850595685306,0.943816848936426
0.959118550183635,0.964748935746471,0.970130323112534,0.976548245143286,0.942915514962144
0.960473237401409,0.963678458512783,0.969749817674478,0.975689599656542,0.943576493209951
0.957372508880727,0.965794518160771,0.968925389225354,0.97526027691317,0.945018627568802
0.958215425371786,0.965894097438323,0.969654691314963,0.975582268970699,0.94261507030405
0.959118550183635,0.965495780328114,0.96889368043885,0.976226253085757,0.94459800504747
0.958937925221266,0.965570464786278,0.970320575831563,0.976226253085757,0.942975603893763
0.960021674995484,0.965869202618935,0.970257158258553,0.975099280884405,0.945559427953371
0.957824071286652,0.966093255993428,0.969813235247487,0.9763335837716,0.944177382526139
0.959359383466795,0.964873409843412,0.969813235247487,0.975206611570248,0.943576493209951
0.958305737852971,0.965844307799547,0.969401021022925,0.975152946227326,0.944477827184233
0.958998133542056,0.9638527222485,0.969083933157878,0.975152946227326,0.942074269919481
0.958968029381661,0.963105877666858,0.968037543203222,0.975743264999463,0.942314625645956
0.957914383767837,0.965072568398516,0.968544883787297,0.974186970054739,0.945078716500421
0.959780841712325,0.964176354900545,0.970066905539525,0.975528603627777,0.943336137483476
0.957944487928232,0.965769623341383,0.969940070393506,0.975796930342385,0.941773825261387
0.957372508880727,0.964972989120964,0.968608301360307,0.975850595685306,0.941473380603293
0.957372508880727,0.963628668874007,0.967815581697688,0.975367607599013,0.942975603893763
0.957914383767837,0.964823620204635,0.968418048641278,0.974884619512719,0.945138805432039
0.958817508579686,0.964798725385247,0.968703427719821,0.974562627455189,0.946641028722509
0.958757300258896,0.966018571535263,0.970193740685544,0.974991950198562,0.945799783679846
0.958516466975736,0.964798725385247,0.969401021022925,0.974401631426425,0.943276048551857
0.958004696249022,0.965869202618935,0.970225449472049,0.976065257056993,0.944297560389376
0.958636883617316,0.966018571535263,0.970320575831563,0.975367607599013,0.945799783679846
0.957914383767837,0.963354825860738,0.967435076259632,0.975313942256091,0.943095781757
0.957101571437173,0.965520675147502,0.967974125630212,0.974133304711817,0.945799783679846
0.957974592088627,0.965744728521995,0.969464438595935,0.97493828485564,0.944838360773945
0.95914865434403,0.963255246583186,0.969369312236421,0.975689599656542,0.942735248167288
0.959600216749955,0.96619283527098,0.970669372483115,0.975850595685306,0.946280495132797
0.959359383466795,0.963927406706664,0.968576592573802,0.975582268970699,0.944718182910708
0.958817508579686,0.963628668874007,0.969401021022925,0.974830954169797,0.94363658214157
0.958937925221266,0.964549777191366,0.969369312236421,0.97424063539766,0.942735248167288
0.95920886266482,0.965346411411785,0.969876652820497,0.976065257056993,0.944057204662901
0.956981154795593,0.9638527222485,0.967847290484193,0.97424063539766,0.943336137483476
0.958456258654946,0.965819412980159,0.968798554079335,0.975528603627777,0.945319072226896
0.959118550183635,0.964251039358709,0.969686400101468,0.975152946227326,0.942074269919481
0.958998133542056,0.964425303094426,0.967878999270698,0.975099280884405,0.945138805432039
0.958095008730206,0.965595359605666,0.969654691314963,0.975367607599013,0.943756760004807
0.959178758504425,0.963429510318903,0.969908361607001,0.974401631426425,0.942074269919481
0.958185321211391,0.965122358037292,0.969718108887973,0.976065257056993,0.943696671073188
0.959540008429165,0.964226144539321,0.968322922281764,0.976601910486208,0.943696671073188
0.958937925221266,0.96684010057507,0.970257158258553,0.976279918428679,0.944417738252614
0.957432717201517,0.964325723816874,0.968798554079335,0.975313942256091,0.942374714577575
0.960081883316274,0.965097463217904,0.970288867045058,0.976977567886659,0.944477827184233
0.958245529532181,0.964699146107695,0.969305894663411,0.974777288826876,0.943035692825382
0.959178758504425,0.965445990689338,0.96943272980943,0.976709241172051,0.944297560389376
0.957733758805467,0.965918992257711,0.969876652820497,0.975474938284856,0.94363658214157
0.957643446324282,0.965894097438323,0.97009861432603,0.97526027691317,0.943756760004807
0.958697091938106,0.964450197913814,0.969781526460982,0.9763335837716,0.941172935945199
0.958727196098501,0.965197042495457,0.970162031899039,0.976548245143286,0.941052758081961
0.958365946173761,0.965047673579128,0.969369312236421,0.975582268970699,0.944177382526139
0.956770425672828,0.964624461649531,0.967530202619146,0.974616292798111,0.943276048551857
0.958456258654946,0.964674251288307,0.968798554079335,0.974991950198562,0.943456315346713
0.958095008730206,0.9648983046628,0.969083933157878,0.975904261028228,0.942374714577575
0.957824071286652,0.965769623341383,0.96943272980943,0.974777288826876,0.944237471457757
0.95914865434403,0.965645149244442,0.970574246123601,0.975045615541483,0.94459800504747
0.958606779456921,0.963952301526052,0.96943272980943,0.976011591714071,0.942194447782718
0.957492925522307,0.964997883940352,0.968703427719821,0.975313942256091,0.943696671073188
0.957221988078752,0.965495780328114,0.968861971652345,0.974508962112268,0.94561951688499
0.957733758805467,0.964076775622993,0.968386339854774,0.974669958141033,0.944537916115851
0.958245529532181,0.965470885508726,0.969940070393506,0.974186970054739,0.94459800504747
0.959058341862845,0.964325723816874,0.967657037765165,0.974830954169797,0.945980050474703
0.958305737852971,0.964425303094426,0.968132669562736,0.974079639368896,0.945559427953371
0.959058341862845,0.964101670442381,0.968640010146812,0.975904261028228,0.943035692825382
0.958365946173761,0.964923199482188,0.969591273741954,0.974562627455189,0.94459800504747
0.958877716900476,0.964076775622993,0.969781526460982,0.975474938284856,0.9421343588511
0.957944487928232,0.965097463217904,0.969654691314963,0.97665557582913,0.940331690902536
0.959600216749955,0.963802932609724,0.968925389225354,0.97526027691317,0.941713736329768
0.960021674995484,0.964873409843412,0.969083933157878,0.974884619512719,0.947061651243841
0.958125112890601,0.965371306231173,0.969654691314963,0.975206611570248,0.942915514962144
0.957673550484677,0.964649356468919,0.969115641944383,0.973757647311366,0.943756760004807
0.958456258654946,0.965844307799547,0.969115641944383,0.972899001824622,0.94808316308136
0.958155217050996,0.964450197913814,0.967910708057203,0.975152946227326,0.945739694748227
0.960413029080619,0.964425303094426,0.968766845292831,0.975850595685306,0.945379161158515
0.960443133241014,0.963952301526052,0.969940070393506,0.97595792637115,0.942735248167288
0.958335842013366,0.965869202618935,0.969305894663411,0.977084898572502,0.944898449705564
0.957733758805467,0.965371306231173,0.969527856168944,0.974723623483954,0.944237471457757
0.958697091938106,0.963230351763798,0.969274185876907,0.975045615541483,0.941713736329768
0.959118550183635,0.964275934178098,0.96889368043885,0.975904261028228,0.9421343588511
0.958456258654946,0.965719833702607,0.969559564955449,0.975850595685306,0.943276048551857
0.958486362815341,0.965645149244442,0.969940070393506,0.976387249114522,0.942975603893763
0.957011258955988,0.964325723816874,0.969242477090402,0.97354298593968,0.941413291671674
0.95975073755193,0.964176354900545,0.969242477090402,0.975313942256091,0.944417738252614
0.95944969594798,0.963653563693395,0.968957098011859,0.976709241172051,0.942675159235669
0.957854175447047,0.965993676715875,0.968957098011859,0.974723623483954,0.946160317269559
0.958606779456921,0.964450197913814,0.968449757427783,0.975528603627777,0.943035692825382
0.957793967126257,0.963703353332172,0.967910708057203,0.975152946227326,0.942735248167288
0.958697091938106,0.963504194777067,0.969527856168944,0.974723623483954,0.941473380603293
0.959058341862845,0.964275934178098,0.968259504708755,0.974723623483954,0.945679605816609
0.95950990426877,0.964549777191366,0.96889368043885,0.974294300740582,0.944718182910708
0.959178758504425,0.963927406706664,0.969559564955449,0.974562627455189,0.943516404278332
0.957854175447047,0.965097463217904,0.968196087135745,0.974884619512719,0.94561951688499
0.957944487928232,0.966217730090368,0.969591273741954,0.974616292798111,0.945739694748227
0.958215425371786,0.965495780328114,0.969654691314963,0.975689599656542,0.945379161158515
0.957161779757963,0.964923199482188,0.96943272980943,0.975045615541483,0.941773825261387
0.958847612740081,0.964051880803605,0.968544883787297,0.976226253085757,0.942194447782718
0.959118550183635,0.964101670442381,0.969622982528459,0.975045615541483,0.943456315346713
0.958817508579686,0.963927406706664,0.969749817674478,0.975528603627777,0.942915514962144
0.957763862965862,0.964549777191366,0.96943272980943,0.974777288826876,0.943155870688619
0.958305737852971,0.965794518160771,0.969749817674478,0.974991950198562,0.943876937868045
