"acc2_m","acc2_f","acc2_ibaem","acc2_ibap","acc2_ibna"
0.975404900957312,0.976374816400707,0.987284776611599,0.99162820650424,0.947542362696791
0.974200734541514,0.976648659413976,0.98722135903859,0.991091553075024,0.948203340944598
0.976669275693901,0.975876920012945,0.987284776611599,0.990501234302887,0.949885831029924
0.975103859353363,0.97724613507929,0.987348194184609,0.991413545132553,0.949645475303449
0.975465109278102,0.975179865070079,0.986618892095,0.99060856498873,0.949765653166687
0.974622192787043,0.975130075431303,0.9859530075784,0.99023290758828,0.948443696671073
0.975495213438497,0.97503049615375,0.987728699622665,0.990393903617044,0.947782718423266
0.976308025769161,0.975453708083348,0.986460348162476,0.990876891703338,0.951628410046869
0.975736046721657,0.974582389404765,0.98715794146558,0.990984222389181,0.947061651243841
0.975615630080077,0.975329233986407,0.987062815106066,0.989964580873672,0.950186275688018
0.977000421458246,0.976125868206826,0.987189650252085,0.990071911559515,0.951388054320394
0.974381359503883,0.976374816400707,0.986428639375971,0.990769561017495,0.950486720346112
0.976097296646397,0.977495083273171,0.988045787487713,0.99162820650424,0.950546809277731
0.975284484315732,0.975926709651721,0.987189650252085,0.990769561017495,0.948263429876217
0.974501776145463,0.976001394109886,0.987189650252085,0.991842867875926,0.947362095901935
0.974742609428623,0.975005601334362,0.986523765735485,0.99023290758828,0.948984497055642
0.976247817448371,0.975080285792527,0.987633573263151,0.991359879789632,0.948263429876217
0.974321151183093,0.9755532873609,0.987443320544123,0.990662230331652,0.946580939790891
0.974742609428623,0.975677761457841,0.986809144814028,0.990984222389181,0.949345030645355
0.975164067674153,0.975627971819064,0.988077496274218,0.990340238274123,0.94712174017546
0.975555421759287,0.975652866638453,0.986872562387037,0.990125576902436,0.950907342867444
0.976127400806792,0.97425875675272,0.985857881218886,0.989481592787378,0.949284941713736
0.974441567824673,0.97503049615375,0.986650600881504,0.990393903617044,0.947722629491648
0.974712505268228,0.975179865070079,0.986111551510924,0.990876891703338,0.947061651243841
0.975013546872178,0.974607284224153,0.987411611757618,0.990340238274123,0.944778271842327
0.974772713589018,0.975453708083348,0.986650600881504,0.98991091553075,0.948203340944598
0.974802817749413,0.974657073862929,0.987728699622665,0.990018246216593,0.945739694748227
0.975374796796917,0.975876920012945,0.987189650252085,0.990393903617044,0.949345030645355
0.974110422060329,0.975926709651721,0.986079842724419,0.99093055704626,0.947902896286504
0.976518754891926,0.976250342303767,0.988077496274218,0.990179242245358,0.950186275688018
0.976127400806792,0.975204759889467,0.986714018454514,0.990501234302887,0.949345030645355
0.974802817749413,0.976524185317036,0.986333513016457,0.990715895674573,0.950126186756399
0.975254380155337,0.974482810127212,0.986904271173542,0.98921326607277,0.948203340944598
0.975013546872178,0.975852025193557,0.98655547452199,0.991252549103789,0.95060689820935
0.976338129929556,0.975727551096617,0.987601864476646,0.991198883760867,0.949164763850499
0.975976880004817,0.976150763026214,0.987475029330627,0.989857250187829,0.951928854704963
0.975254380155337,0.975055390973139,0.987126232679075,0.989749919501986,0.948744141329167
0.974863026070203,0.97620055266499,0.987031106319561,0.990876891703338,0.948503785602692
0.974411463664278,0.975752445916005,0.986967688746552,0.989481592787378,0.94958538637183
0.975284484315732,0.975578182180288,0.986238386656943,0.990071911559515,0.950426631414493
0.975645734240472,0.975080285792527,0.987506738117132,0.989588923473221,0.948263429876217
0.975013546872178,0.976150763026214,0.987062815106066,0.991037887732103,0.950727076072587
0.975435005117707,0.976499290497647,0.988299457779751,0.990447568959966,0.949525297440212
0.974230838701909,0.975503497722124,0.986745727241018,0.989427927444456,0.948864319192405
0.974471671985068,0.976449500858871,0.986174969083933,0.990984222389181,0.949705564235068
0.974832921909808,0.97478154795987,0.986587183308495,0.990715895674573,0.946761206585747
0.974260942862304,0.976225447484378,0.986999397533056,0.990125576902436,0.946701117654128
0.974351255343488,0.975329233986407,0.986206677870438,0.990501234302887,0.949645475303449
0.974561984466253,0.97595160447111,0.986745727241018,0.990554899645809,0.949645475303449
0.975736046721657,0.975777340735393,0.986840853600533,0.99130621444671,0.948323518807836
0.974802817749413,0.974831337598646,0.986714018454514,0.990662230331652,0.947181829107078
0.975224275994943,0.976250342303767,0.986777436027523,0.991252549103789,0.948804230260786
0.973990005418749,0.97595160447111,0.987348194184609,0.989266931415692,0.948263429876217
0.974561984466253,0.974930916876198,0.986618892095,0.990662230331652,0.94712174017546
0.973448130531639,0.975503497722124,0.986365221802962,0.988891274015241,0.948443696671073
0.974170630381119,0.976026288929274,0.98588959000539,0.990715895674573,0.949645475303449
0.975465109278102,0.976798028330304,0.987348194184609,0.991252549103789,0.950306453551256
0.976247817448371,0.97607607856805,0.987728699622665,0.990984222389181,0.948684052397548
0.975314588476127,0.975578182180288,0.98722135903859,0.99023290758828,0.94808316308136
0.975856463363237,0.975677761457841,0.986365221802962,0.99060856498873,0.949705564235068
