"acc_m","acc_f","acc_ibaem","acc_ibap","acc_ibna"
0.973779276295984,0.976773133510916,0.984716364904715,0.988783943329398,0.953250811200577
0.973628755494009,0.975852025193557,0.984050480388116,0.987549640442202,0.952710010816008
0.972755734842555,0.978017874480321,0.985857881218886,0.987978963185575,0.952950366542483
0.973869588777169,0.9765988697752,0.983860227669087,0.988569281957712,0.953190722268958
0.974742609428623,0.975055390973139,0.983765101309573,0.98781796715681,0.953791611585146
0.974110422060329,0.975976499290498,0.984779782477725,0.987925297842653,0.952710010816008
0.973749172135589,0.975876920012945,0.983606557377049,0.989105935386927,0.953551255858671
0.974321151183093,0.977096766162961,0.984335859466658,0.988139959214339,0.954993390217522
0.974381359503883,0.97620055266499,0.984113897961125,0.988247289900183,0.951568321115251
0.975314588476127,0.976349921581319,0.98474807369122,0.988837608672319,0.953431077995433
0.973568547173219,0.977271029898678,0.983701683736563,0.988676612643555,0.954632856627809
0.972936359804925,0.976424606039483,0.983701683736563,0.987978963185575,0.954332411969715
0.972484797399001,0.977569767731335,0.983765101309573,0.988998604701084,0.954031967311621
0.973839484616774,0.975702656277229,0.984335859466658,0.987978963185575,0.95210912149982
0.974200734541514,0.974831337598646,0.984304150680153,0.988032628528496,0.953010455474102
0.974832921909808,0.975677761457841,0.983860227669087,0.988086293871418,0.95457276769619
0.974080317899934,0.976847817969081,0.984399277039668,0.989481592787378,0.953551255858671
0.973779276295984,0.976847817969081,0.98474807369122,0.988730277986476,0.952950366542483
0.97272563068216,0.9765988697752,0.982908964073945,0.988569281957712,0.953190722268958
0.973688963814799,0.976325026761931,0.984621238545201,0.988676612643555,0.95258983295277
0.973779276295984,0.976125868206826,0.983669974950059,0.988408285928947,0.955834635260185
0.972394484917816,0.976001394109886,0.983701683736563,0.987710636470967,0.951327965388775
0.974381359503883,0.976175657845602,0.983796810096078,0.988193624557261,0.954272323038096
0.974170630381119,0.976997186885409,0.98468465611821,0.987227648384673,0.955654368465329
0.973869588777169,0.975179865070079,0.984843200050734,0.986529998926693,0.951748587910107
0.974200734541514,0.976300131942543,0.98468465611821,0.98851561661479,0.953491166927052
0.974893130230598,0.975926709651721,0.984113897961125,0.98921326607277,0.954392500901334
0.973568547173219,0.976698449052752,0.983638266163554,0.989481592787378,0.954152145174859
0.97296646396532,0.976997186885409,0.983321178298507,0.988783943329398,0.954632856627809
0.974050213739539,0.977420398815007,0.984652947331706,0.988622947300633,0.954692945559428
0.974592088626648,0.975403918444572,0.984557820972191,0.988300955243104,0.952529744021151
0.974170630381119,0.976748238691528,0.984177315534134,0.988086293871418,0.954031967311621
