"acc_m","acc_f","acc_ibaem","acc_ibap","acc_ibna"
0.965229694743814,0.968931265403669,0.975552525604845,0.981324460663304,0.946580939790891
0.964748028177494,0.969329582513879,0.974696388369217,0.982558763550499,0.947362095901935
0.964808236498284,0.96918021359755,0.975996448615912,0.981270795320382,0.946701117654128
0.966072611234873,0.968931265403669,0.975203728953293,0.982719759579264,0.948443696671073
0.965320007224998,0.96840847419652,0.975013476234264,0.980680476548245,0.947962985218123
0.965380215545788,0.970250690831238,0.976250118907949,0.981592787377911,0.949465208508593
0.965169486423024,0.968831686126117,0.975267146526302,0.981270795320382,0.946400672996034
0.966072611234873,0.96918021359755,0.976598915559502,0.980948803262853,0.948323518807836
0.963604070082485,0.969553635888372,0.975711069537369,0.979768165718579,0.946580939790891
0.964266361611175,0.969951952998581,0.975393981672321,0.98084147257701,0.949345030645355
0.964206153290385,0.96801015708631,0.974252465358151,0.981109799291617,0.944898449705564
0.96405563248841,0.968508053474072,0.97498176744776,0.98153912203499,0.945799783679846
0.966373652838822,0.96957853070776,0.977201382503092,0.981592787377911,0.947902896286504
0.964838340658679,0.969230003236326,0.97558423439135,0.981592787377911,0.947181829107078
0.966042507074478,0.96788568298937,0.97552081681834,0.981485456692068,0.946340584064415
0.964868444819074,0.969454056610819,0.974569553223198,0.981163464634539,0.949164763850499
0.966885423565537,0.969080634319998,0.975964739829407,0.98223677149297,0.947902896286504
0.964567403215124,0.968582737932236,0.975203728953293,0.979607169689814,0.946941473380603
0.964597507375519,0.969080634319998,0.973618289628056,0.982505098207578,0.949164763850499
0.96417604912999,0.968109736363863,0.974601262009703,0.981485456692068,0.945198894363658
0.965831777951713,0.970325375289402,0.97739163522212,0.982666094236342,0.947482273765172
0.964808236498284,0.969230003236326,0.975964739829407,0.982773424922185,0.944958538637183
0.964928653139864,0.9697030048047,0.975964739829407,0.980626811205324,0.948143252012979
0.96429646577157,0.968906370584281,0.974728097155722,0.981378126006225,0.946280495132797
0.965410319706183,0.967960367447534,0.975901322256397,0.981753783406676,0.943516404278332
0.96423625745078,0.96918021359755,0.973491454482037,0.982290436835891,0.947842807354885
0.962430007827082,0.969155318778162,0.974728097155722,0.978694858860148,0.946941473380603
0.963393340959721,0.969030844681222,0.974791514728731,0.982451432864656,0.945078716500421
0.964446986573544,0.967910577808758,0.974950058661255,0.981270795320382,0.946220406201178
0.964386778252755,0.968806791306729,0.974759805942227,0.982183106150048,0.945319072226896
0.964778132337889,0.969678109985312,0.975901322256397,0.981217129977461,0.946400672996034
0.963333132638931,0.969329582513879,0.975235437739798,0.981217129977461,0.946641028722509
0.96387500752604,0.969603425527148,0.974823223515236,0.981753783406676,0.948563874534311
0.963182611836956,0.968607632751624,0.974886641088246,0.980948803262853,0.945919961543084
0.966012402914083,0.96840847419652,0.97498176744776,0.981646452720833,0.94712174017546
0.965771569630923,0.968557843112848,0.975045185020769,0.983310078351401,0.94561951688499
0.965018965621049,0.96918021359755,0.976503789199987,0.981431791349147,0.946220406201178
0.963152507676561,0.968707212029177,0.97431588293116,0.980895137919931,0.946220406201178
0.964446986573544,0.968234210460803,0.975742778323874,0.980251153804873,0.945799783679846
0.964567403215124,0.969429161791431,0.97558423439135,0.980412149833637,0.94760245162841
0.965380215545788,0.968209315641415,0.974474426863684,0.981807448749597,0.947782718423266
0.966072611234873,0.967810998531206,0.976091574975426,0.980734141891167,0.946941473380603
0.965199590583419,0.967611839976101,0.975330564099312,0.980734141891167,0.945799783679846
0.964627611535914,0.969080634319998,0.975140311380283,0.981056133948696,0.947722629491648
0.966223132036848,0.968657422390401,0.976028157402416,0.981217129977461,0.946641028722509
