"acc2_m","acc2_f","acc2_ibaem","acc2_ibap","acc2_ibna"
0.952766572340297,0.958151808608629,0.968100960776231,0.975421272941934,0.922485278211753
0.953278343067012,0.959471234036197,0.969622982528459,0.974347966083503,0.926811681288307
0.953157926425432,0.958425651621898,0.96883026286584,0.975367607599013,0.925850258382406
0.953790113793726,0.958948442829047,0.970225449472049,0.976172587742836,0.923927412570605
0.953519176350172,0.958176703428017,0.969813235247487,0.975152946227326,0.92566999158755
0.954121259558071,0.958276282705569,0.969622982528459,0.974991950198562,0.924588390818411
0.951652718405684,0.958848863551495,0.969115641944383,0.973489320596759,0.925429635861074
0.952315009934373,0.957902860414748,0.968132669562736,0.974669958141033,0.924768657613268
0.953097718104642,0.95864970499639,0.969083933157878,0.974025974025974,0.926571325561832
0.953549280510567,0.958575020538226,0.96883026286584,0.975582268970699,0.926511236630213
0.954091155397676,0.958350967163733,0.969401021022925,0.974723623483954,0.92566999158755
0.954061051237281,0.95812691378924,0.971145004280686,0.973596651282602,0.924768657613268
0.953127822265037,0.958276282705569,0.968291213495259,0.974723623483954,0.923867323638986
0.954271780360046,0.958749284273943,0.970003487966515,0.975421272941934,0.926571325561832
0.951201155999759,0.957180910652493,0.967688746551669,0.973757647311366,0.923506790049273
0.954000842916491,0.958500336080062,0.968861971652345,0.975421272941934,0.925009013339743
0.951321572641339,0.958624810177002,0.96762532897866,0.974777288826876,0.924287946160317
0.952495634896743,0.960417237172944,0.970193740685544,0.974186970054739,0.92765292633097
0.953940634595701,0.959147601384152,0.969813235247487,0.973220993882151,0.92915514962144
0.950629176952255,0.957728596679031,0.968354631068269,0.974079639368896,0.92164403316909
0.953880426274911,0.956981752097389,0.968957098011859,0.973972308683053,0.925790169450787
0.952315009934373,0.958450546441286,0.969464438595935,0.974830954169797,0.925189280134599
0.952013968330423,0.959769971868854,0.968481466214288,0.974401631426425,0.92566999158755
0.954633030284785,0.958799073912719,0.970288867045058,0.975796930342385,0.925850258382406
0.952254801613583,0.95747964848515,0.969654691314963,0.974616292798111,0.922845811801466
0.954241676199651,0.958176703428017,0.969971779180011,0.975313942256091,0.92416776829708
0.954121259558071,0.957952650053524,0.969844944033992,0.974455296769346,0.925609902655931
0.953398759708592,0.958873758370883,0.968957098011859,0.976870237200816,0.924768657613268
0.953428863868987,0.960267868256616,0.96949614738244,0.974616292798111,0.928494171373633
0.954181467878861,0.9590480221066,0.969401021022925,0.97526027691317,0.9261507030405
0.951472093443314,0.957554332943314,0.968925389225354,0.973381989910916,0.92314625645956
0.951983864170028,0.958052229331076,0.967561911405651,0.975099280884405,0.925730080519168
0.954813655247155,0.958326072344345,0.97063766369661,0.976279918428679,0.921523855305853
0.952706364019507,0.957305384749434,0.968005834416717,0.975099280884405,0.922965989664704
0.954091155397676,0.959496128855585,0.969940070393506,0.976226253085757,0.927292392741257
0.952856884821482,0.957504543304538,0.968513175000793,0.973811312654288,0.92566999158755
0.952435426575953,0.958251387886181,0.968544883787297,0.974830954169797,0.92464847975003
0.953639592991751,0.958799073912719,0.968164378349241,0.975045615541483,0.926931859151544
0.953609488831357,0.959072916925988,0.969718108887973,0.974455296769346,0.926391058766975
0.95460292612439,0.959471234036197,0.970193740685544,0.974079639368896,0.927953370989064
0.952646155698718,0.956882172819836,0.967752164124679,0.974079639368896,0.925189280134599
0.953760009633331,0.957927755234136,0.96943272980943,0.974723623483954,0.924588390818411
0.952646155698718,0.958799073912719,0.968735136506326,0.974830954169797,0.925850258382406
0.952766572340297,0.958998232467823,0.969274185876907,0.974455296769346,0.926931859151544
0.952284905773978,0.957653912220867,0.969210768303897,0.974079639368896,0.922965989664704
0.952074176651213,0.958799073912719,0.968291213495259,0.973972308683053,0.92663141449345
0.953218134746222,0.9590480221066,0.969654691314963,0.975367607599013,0.925249369066218
0.953218134746222,0.957678807040255,0.968798554079335,0.974401631426425,0.923747145775748
0.951743030886869,0.958226493066793,0.969559564955449,0.974723623483954,0.921103232784521
0.954121259558071,0.959521023674973,0.969369312236421,0.976762906514973,0.925609902655931
0.952585947377928,0.958350967163733,0.969115641944383,0.975152946227326,0.924708568681649
0.952315009934373,0.959122706564764,0.970066905539525,0.972791671138779,0.924588390818411
0.953820217954121,0.958450546441286,0.969908361607001,0.974347966083503,0.925970436245644
0.952646155698718,0.958699494635166,0.970193740685544,0.974616292798111,0.925429635861074
0.953458968029382,0.959670392591302,0.969908361607001,0.974723623483954,0.927352481672876
0.952405322415558,0.958251387886181,0.968798554079335,0.973757647311366,0.926451147698594
0.953639592991751,0.960666185366825,0.969401021022925,0.977084898572502,0.928614349236871
0.953699801312541,0.959371654758645,0.969369312236421,0.974401631426425,0.927232303809638
0.954693238605575,0.958973337648435,0.970510828550591,0.974562627455189,0.924768657613268
0.952977301463062,0.957604122582091,0.968861971652345,0.974616292798111,0.924348035091936
0.953910530435306,0.958848863551495,0.969115641944383,0.975796930342385,0.924888835476505
0.953338551387802,0.957778386317807,0.970066905539525,0.972791671138779,0.924408124023555
0.953338551387802,0.958848863551495,0.969559564955449,0.975689599656542,0.924828746544886
0.953037509783852,0.959371654758645,0.96943272980943,0.975850595685306,0.924227857228698
0.953489072189777,0.959396549578033,0.969781526460982,0.975743264999463,0.925489724792693
0.954241676199651,0.957902860414748,0.970764498842629,0.975045615541483,0.924768657613268
0.953037509783852,0.960168288979063,0.969813235247487,0.974455296769346,0.927172214878019
0.954030947076886,0.958749284273943,0.969147350730888,0.975796930342385,0.926330969835356
0.953097718104642,0.95981976150763,0.969527856168944,0.975796930342385,0.928313904578777
0.952345114094768,0.957579227762703,0.968196087135745,0.975796930342385,0.920382165605096
0.953308447227407,0.959421444397421,0.969242477090402,0.973972308683053,0.927592837399351
0.952856884821482,0.958375861983121,0.968988806798364,0.973972308683053,0.924948924408124
0.953458968029382,0.95929697030048,0.967688746551669,0.97595792637115,0.928313904578777
0.952104280811608,0.958848863551495,0.969274185876907,0.97493828485564,0.925309457997837
0.952465530736348,0.958226493066793,0.968069251989726,0.974991950198562,0.925489724792693
0.953067613944247,0.958226493066793,0.967783872911184,0.974347966083503,0.92512919120298
0.952977301463062,0.959521023674973,0.969115641944383,0.975796930342385,0.925790169450787
0.951381780962129,0.959670392591302,0.969305894663411,0.975743264999463,0.922425189280135
0.953669697152146,0.959272075481092,0.968957098011859,0.975850595685306,0.927833193125826
0.951953760009633,0.959072916925988,0.968069251989726,0.974186970054739,0.925609902655931
0.952435426575953,0.957703701859643,0.968925389225354,0.97424063539766,0.923747145775748
0.952766572340297,0.9580024396923,0.968513175000793,0.975045615541483,0.924107679365461
0.95466313444518,0.959794866688242,0.969527856168944,0.975850595685306,0.928794616031727
0.953338551387802,0.957454753665762,0.969749817674478,0.974133304711817,0.923807234707367
0.953699801312541,0.959072916925988,0.970003487966515,0.97735322528711,0.923807234707367
0.952616051538323,0.95969528741069,0.968576592573802,0.975152946227326,0.927172214878019
0.953549280510567,0.958774179093331,0.968703427719821,0.975099280884405,0.927773104194207
0.952495634896743,0.958201598247405,0.969052224371373,0.975474938284856,0.92464847975003
0.952194593292793,0.959197391022928,0.968386339854774,0.974777288826876,0.926270880903738
0.953850322114516,0.958475441260674,0.968671718933316,0.975367607599013,0.92663141449345
0.953729905472936,0.959595708133138,0.968291213495259,0.976011591714071,0.927292392741257
0.953007405623457,0.958873758370883,0.969337603449916,0.97354298593968,0.926751592356688
0.953669697152146,0.95735517438821,0.968957098011859,0.974133304711817,0.922184833553659
0.953308447227407,0.959421444397421,0.968291213495259,0.975206611570248,0.928794616031727
0.953248238906617,0.959272075481092,0.969242477090402,0.974669958141033,0.926571325561832
0.954211572039256,0.958375861983121,0.969686400101468,0.974455296769346,0.925309457997837
0.954000842916491,0.957529438123926,0.969115641944383,0.97563593431362,0.924468212955174
0.951562405924499,0.95852523089945,0.968925389225354,0.973220993882151,0.923927412570605
0.952345114094768,0.959247180661704,0.968925389225354,0.976011591714071,0.92663141449345
0.9545427178036,0.959147601384152,0.97003519675302,0.9763335837716,0.926090614108881
0.954211572039256,0.9590480221066,0.968640010146812,0.975743264999463,0.927232303809638
0.952646155698718,0.956633224625955,0.969337603449916,0.973703981968445,0.922064655690422
0.952947197302667,0.958375861983121,0.970605954910106,0.973006332510465,0.925970436245644
0.952044072490818,0.957529438123926,0.967181405967594,0.974455296769346,0.924468212955174
0.953188030585827,0.958375861983121,0.967910708057203,0.974884619512719,0.926991948083163
0.95472334276597,0.959421444397421,0.971684053651267,0.974562627455189,0.926330969835356
